cccd,check_cccd_data,doanh_nghiep_data,bhxh_data
106999651756,{},{},{}
303949593284,{},{},{}
503954266454,{},{},{}
942864071652,{},{},{}
798878222058,{},{},{}
096450993802,{},{},{}
625909029496,{},{},{}
021349716598,{},{},{}
842434293596,{},{},{}
429469788591,{},{},{}
344651358822,{},{},{}
334297152439,{},{},{}
638503995614,{},{},{}
632311351346,{},{},{}
896357995283,{},{},{}
663287944149,{},{},{}
614436845780,{},{},{}
186009437771,{},{},{}
126210441246,{},{},{}
240709768627,{},{},{}
634420601923,{},{},{}
090077141308,{},{},{}
832556256242,{},{},{}
349986753654,{},{},{}
053888595558,{},{},{}
224749068317,{},{},{}
621428594833,{},{},{}
102269825173,{},{},{}
357256914021,{},{},{}
147638128220,{},{},{}
565767602391,{},{},{}
692984102277,{},{},{}
554979750974,{},{},{}
017084726383,{},{},{}
819940952221,{},{},{}
063428372994,{},{},{}
565411844423,{},{},{}
208221295449,{},{},{}
929652664180,{},{},{}
848228652939,{},{},{}
679491229757,{},{},{}
059913419433,{},{},{}
739946225900,{},{},{}
463394177230,{},{},{}
180182208945,{},{},{}
772068502334,{},{},{}
524088787287,{},{},{}
908873056898,{},{},{}
050648082154,{},{},{}
474557861448,{},{},{}
486561473303,{},{},{}
405085229338,{},{},{}
104017984320,{},{},{}
088964295578,{},{},{}
232177289541,{},{},{}
638907155738,{},{},{}
381447425907,{},{},{}
480179561197,{},{},{}
915129076724,{},{},{}
536309508275,{},{},{}
792425367164,{},{},{}
473509632173,{},{},{}
024594237687,{},{},{}
454013936958,{},{},{}
991966307187,{},{},{}
092052789702,{},{},{}
617793447751,{},{},{}
657686096308,{},{},{}
492599700516,{},{},{}
870117310608,{},{},{}
026956988350,{},{},{}
538100047553,{},{},{}
212472038084,{},{},{}
839941398431,{},{},{}
889425042492,{},{},{}
278013764610,{},{},{}
240335331251,{},{},{}
018622065318,{},{},{}
394273752563,{},{},{}
104450812595,{},{},{}
569280805519,{},{},{}
277571018603,{},{},{}
426448375598,{},{},{}
158052590000,{},{},{}
663153954287,{},{},{}
028815202425,{},{},{}
102668706562,{},{},{}
457990807799,{},{},{}
445524964854,{},{},{}
966123237682,{},{},{}
193744940718,{},{},{}
762252723226,{},{},{}
126796355024,{},{},{}
023100373767,{},{},{}
657457404294,{},{},{}
913720989383,{},{},{}
929079622101,{},{},{}
404519270659,{},{},{}
837414271083,{},{},{}
750828369983,{},{},{}
717650896529,{},{},{}
372370850246,{},{},{}
241462407739,{},{},{}
632463017444,{},{},{}
174832512117,{},{},{}
253373854886,{},{},{}
615645502603,{},{},{}
698318926659,{},{},{}
672160024829,{},{},{}
324165833380,{},{},{}
789048631071,{},{},{}
349387577394,{},{},{}
170377146496,{},{},{}
107958617481,{},{},{}
131181652107,{},{},{}
462372991096,{},{},{}
353668950529,{},{},{}
832201145469,{},{},{}
157673724539,{},{},{}
487026367901,{},{},{}
200391871284,{},{},{}
224498760116,{},{},{}
593714859117,{},{},{}
675353557558,{},{},{}
043975595733,{},{},{}
799904976189,{},{},{}
179984275890,{},{},{}
250218376833,{},{},{}
858711482284,{},{},{}
368913275344,{},{},{}
609160846280,{},{},{}
430091643122,{},{},{}
640889048629,{},{},{}
495465786977,{},{},{}
699260147639,{},{},{}
068393730359,{},{},{}
881589685921,{},{},{}
555289513255,{},{},{}
533200609641,{},{},{}
246434769626,{},{},{}
823486688098,{},{},{}
819993522189,{},{},{}
877407456945,{},{},{}
126053266282,{},{},{}
427393050220,{},{},{}
013276376205,{},{},{}
359847939639,{},{},{}
229376286991,{},{},{}
975982172757,{},{},{}
828201387923,{},{},{}
957496025147,{},{},{}
628832244440,{},{},{}
013189941553,{},{},{}
009479798984,{},{},{}
003064308102,{},{},{}
063939430874,{},{},{}
136654054940,{},{},{}
752114014080,{},{},{}
273495095262,{},{},{}
126158795716,{},{},{}
900473446315,{},{},{}
854147253017,{},{},{}
954510948090,{},{},{}
553829524773,{},{},{}
386671063246,{},{},{}
780481997760,{},{},{}
430566022172,{},{},{}
754666558663,{},{},{}
176463672476,{},{},{}
973038179009,{},{},{}
949944346151,{},{},{}
794890046328,{},{},{}
194514621337,{},{},{}
116061469966,{},{},{}
741681149226,{},{},{}
466945921703,{},{},{}
021276971041,{},{},{}
331281637696,{},{},{}
216498658850,{},{},{}
807733200015,{},{},{}
011084650619,{},{},{}
288838564356,{},{},{}
335690651118,{},{},{}
310867332762,{},{},{}
962875532105,{},{},{}
843450942146,{},{},{}
640159159087,{},{},{}
931570698102,{},{},{}
230531964567,{},{},{}
858967367617,{},{},{}
690511438255,{},{},{}
709924239921,{},{},{}
138472630834,{},{},{}
151275624399,{},{},{}
846307655175,{},{},{}
138943878985,{},{},{}
436863435173,{},{},{}
532240881422,{},{},{}
132525295171,{},{},{}
081223279825,{},{},{}
804059361202,{},{},{}
621483221139,{},{},{}
025079929377,{},{},{}
249381775767,{},{},{}
032882593786,{},{},{}
002878303198,{},{},{}
044029996899,{},{},{}
761205202532,{},{},{}
466493700848,{},{},{}
500031571692,{},{},{}
030676971608,{},{},{}
160783958852,{},{},{}
805349349576,{},{},{}
384816723769,{},{},{}
649468053747,{},{},{}
088690539905,{},{},{}
338992009219,{},{},{}
197539165484,{},{},{}
201378344039,{},{},{}
362001232585,{},{},{}
361497485188,{},{},{}
535427101356,{},{},{}
265396327483,{},{},{}
777692926838,{},{},{}
379644851279,{},{},{}
894837502356,{},{},{}
718472038551,{},{},{}
539029604591,{},{},{}
781868378172,{},{},{}
760324142588,{},{},{}
690886273475,{},{},{}
405456773541,{},{},{}
428546356811,{},{},{}
149328935601,{},{},{}
080635662670,{},{},{}
501409435674,{},{},{}
304315115303,{},{},{}
675807085139,{},{},{}
407858281266,{},{},{}
509163387548,{},{},{}
032038855421,{},{},{}
523509949602,{},{},{}
119623715090,{},{},{}
829666176624,{},{},{}
614192789818,{},{},{}
485507373037,{},{},{}
024200259983,{},{},{}
684268825688,{},{},{}
382049791710,{},{},{}
330044645739,{},{},{}
218901020353,{},{},{}
820536642759,{},{},{}
172584571044,{},{},{}
877255051008,{},{},{}
722967226518,{},{},{}
065721665645,{},{},{}
404686681212,{},{},{}
788132861538,{},{},{}
547742978971,{},{},{}
733720689442,{},{},{}
469595447487,{},{},{}
033739640879,{},{},{}
215284280333,{},{},{}
327656346296,{},{},{}
140402566464,{},{},{}
428577755649,{},{},{}
524121457903,{},{},{}
774837057352,{},{},{}
957493889418,{},{},{}
965512448110,{},{},{}
381046172852,{},{},{}
195459092741,{},{},{}
470678852875,{},{},{}
147421881438,{},{},{}
326588600603,{},{},{}
099489444092,{},{},{}
282693872036,{},{},{}
645105312797,{},{},{}
770333307623,{},{},{}
620265195723,{},{},{}
480207055997,{},{},{}
433779930458,{},{},{}
142275377067,{},{},{}
591803184598,{},{},{}
701425670539,{},{},{}
690732935957,{},{},{}
417005934422,{},{},{}
323402118305,{},{},{}
663043256082,{},{},{}
350440031906,{},{},{}
948512572675,{},{},{}
309837105202,{},{},{}
012071321674,{},{},{}
820251684848,{},{},{}
458434281730,{},{},{}
541774712148,{},{},{}
098283221069,{},{},{}
862790025621,{},{},{}
060063193848,{},{},{}
347806481612,{},{},{}
039948549713,{},{},{}
013740725774,{},{},{}
183331547917,{},{},{}
609847906438,{},{},{}
556777866496,{},{},{}
070113868035,{},{},{}
467368783605,{},{},{}
922693306504,{},{},{}
855786204709,{},{},{}
015911695909,{},{},{}
539102573868,{},{},{}
879631615481,{},{},{}
820149347453,{},{},{}
023452311951,{},{},{}
912473393146,{},{},{}
306656096530,{},{},{}
329781308770,{},{},{}
885121931194,{},{},{}
887346083894,{},{},{}
269107397763,{},{},{}
750632947882,{},{},{}
138664958639,{},{},{}
381949372898,{},{},{}
295028996554,{},{},{}
023077059024,{},{},{}
724516125322,{},{},{}
575239831255,{},{},{}
760432229743,{},{},{}
876542261264,{},{},{}
477974171548,{},{},{}
585536858616,{},{},{}
905276614505,{},{},{}
014058664558,{},{},{}
061112673055,{},{},{}
233500747453,{},{},{}
314374545409,{},{},{}
300646512237,{},{},{}
469506113782,{},{},{}
714760620045,{},{},{}
751185878971,{},{},{}
563903072059,{},{},{}
802888152110,{},{},{}
966994356681,{},{},{}
078681885882,{},{},{}
693175497244,{},{},{}
565904450853,{},{},{}
967458594153,{},{},{}
765562361914,{},{},{}
235491662014,{},{},{}
452231497985,{},{},{}
239083971722,{},{},{}
177943968513,{},{},{}
694040543963,{},{},{}
432487119175,{},{},{}
221597645034,{},{},{}
432149417525,{},{},{}
002066627797,{},{},{}
235764402695,{},{},{}
414363085251,{},{},{}
616361448264,{},{},{}
190024438365,{},{},{}
015306694991,{},{},{}
901775182996,{},{},{}
062843353140,{},{},{}
543698833746,{},{},{}
362176735535,{},{},{}
553496012544,{},{},{}
658054146339,{},{},{}
091619071149,{},{},{}
372284021110,{},{},{}
048763635528,{},{},{}
176617132150,{},{},{}
758309643813,{},{},{}
206216693478,{},{},{}
576766995002,{},{},{}
402030296006,{},{},{}
535475635919,{},{},{}
753653786710,{},{},{}
561281039081,{},{},{}
232374973038,{},{},{}
402029554306,{},{},{}
465819192502,{},{},{}
479604513382,{},{},{}
484228190878,{},{},{}
967238424385,{},{},{}
841842039474,{},{},{}
902957601953,{},{},{}
143412242856,{},{},{}
290859519500,{},{},{}
002289637313,{},{},{}
304549405567,{},{},{}
925064175049,{},{},{}
459565618447,{},{},{}
798368726116,{},{},{}
915560253597,{},{},{}
454590852850,{},{},{}
297921385034,{},{},{}
180261098170,{},{},{}
193535936419,{},{},{}
985584962051,{},{},{}
304871108803,{},{},{}
265082630516,{},{},{}
370234162147,{},{},{}
710267721868,{},{},{}
786582433861,{},{},{}
557686619541,{},{},{}
385842386370,{},{},{}
369735382408,{},{},{}
288331936028,{},{},{}
593962723234,{},{},{}
134010047885,{},{},{}
783448125209,{},{},{}
702441413802,{},{},{}
276238084358,{},{},{}
239660206217,{},{},{}
189563283723,{},{},{}
550896167794,{},{},{}
632515696002,{},{},{}
132522787082,{},{},{}
085433488015,{},{},{}
914699250278,{},{},{}
553242511713,{},{},{}
864214899466,{},{},{}
639075518431,{},{},{}
154641391464,{},{},{}
735208314147,{},{},{}
480240027217,{},{},{}
334089148409,{},{},{}
242636736133,{},{},{}
244134675353,{},{},{}
361275854657,{},{},{}
170004783864,{},{},{}
185147379398,{},{},{}
710257034884,{},{},{}
616130204720,{},{},{}
971562083976,{},{},{}
162501947548,{},{},{}
988133783161,{},{},{}
951032136763,{},{},{}
494736335167,{},{},{}
382477937393,{},{},{}
758963403460,{},{},{}
252313565361,{},{},{}
916246206959,{},{},{}
105901906262,{},{},{}
306278481205,{},{},{}
165928075143,{},{},{}
356482305872,{},{},{}
921593824696,{},{},{}
768183143815,{},{},{}
565611348460,{},{},{}
865573791778,{},{},{}
396080432250,{},{},{}
629638392103,{},{},{}
040622036832,{},{},{}
490563577946,{},{},{}
581836947247,{},{},{}
883297704138,{},{},{}
664081317854,{},{},{}
475542137268,{},{},{}
406245831870,{},{},{}
459752719299,{},{},{}
852656691529,{},{},{}
547732654599,{},{},{}
463524108723,{},{},{}
205764316482,{},{},{}
459083441840,{},{},{}
309089406579,{},{},{}
485454983039,{},{},{}
841832287975,{},{},{}
949780095720,{},{},{}
997023231777,{},{},{}
708889409499,{},{},{}
756380660447,{},{},{}
802239858910,{},{},{}
179192894895,{},{},{}
512363474977,{},{},{}
236162347587,{},{},{}
735304776150,{},{},{}
065144358725,{},{},{}
393223043230,{},{},{}
175663810465,{},{},{}
717149390331,{},{},{}
145683467678,{},{},{}
760439437365,{},{},{}
296317797516,{},{},{}
984595728163,{},{},{}
880592962624,{},{},{}
291366886219,{},{},{}
694183012673,{},{},{}
398623542966,{},{},{}
733661405582,{},{},{}
542604393752,{},{},{}
179750100707,{},{},{}
309110357753,{},{},{}
863544787240,{},{},{}
787816844234,{},{},{}
174493733569,{},{},{}
598924272671,{},{},{}
477545323732,{},{},{}
750998309599,{},{},{}
748234467713,{},{},{}
146816366945,{},{},{}
392573624771,{},{},{}
173734196838,{},{},{}
638095368054,{},{},{}
227446609676,{},{},{}
950768101641,{},{},{}
630511158443,{},{},{}
639045778394,{},{},{}
920986657896,{},{},{}
593929369216,{},{},{}
919835780460,{},{},{}
728202813742,{},{},{}
409905003575,{},{},{}
765946065677,{},{},{}
509954326020,{},{},{}
320785863817,{},{},{}
307875405278,{},{},{}
455526064010,{},{},{}
401677878100,{},{},{}
424171858762,{},{},{}
654034893346,{},{},{}
585004924735,{},{},{}
664737602289,{},{},{}
081785892376,{},{},{}
527823472690,{},{},{}
760391228964,{},{},{}
229028060998,{},{},{}
179274168540,{},{},{}
351566198907,{},{},{}
135317607762,{},{},{}
406080272209,{},{},{}
096525720134,{},{},{}
362609577652,{},{},{}
356717276175,{},{},{}
083682084223,{},{},{}
888117779866,{},{},{}
451448241490,{},{},{}
086689104931,{},{},{}
199640811326,{},{},{}
547207751401,{},{},{}
525588352986,{},{},{}
752497895289,{},{},{}
103425439771,{},{},{}
261438260951,{},{},{}
623146701093,{},{},{}
859315770881,{},{},{}
407339983237,{},{},{}
805823779167,{},{},{}
960583293175,{},{},{}
560711849375,{},{},{}
036368299642,{},{},{}
516929588067,{},{},{}
168423378315,{},{},{}
065152178380,{},{},{}
043741529250,{},{},{}
952931799698,{},{},{}
286720189759,{},{},{}
311654079892,{},{},{}
857826860459,{},{},{}
665309773917,{},{},{}
947485117831,{},{},{}
388996003525,{},{},{}
621063855993,{},{},{}
396142437986,{},{},{}
620857812784,{},{},{}
136728519383,{},{},{}
954703049098,{},{},{}
879491057294,{},{},{}
726753672802,{},{},{}
580562568403,{},{},{}
477719055159,{},{},{}
077508922338,{},{},{}
313738782867,{},{},{}
154392579171,{},{},{}
175332453887,{},{},{}
637670840791,{},{},{}
967609022988,{},{},{}
312373462900,{},{},{}
021301786223,{},{},{}
518152420764,{},{},{}
790903891415,{},{},{}
283393292073,{},{},{}
535627748161,{},{},{}
702283822704,{},{},{}
821413663557,{},{},{}
778144409607,{},{},{}
434034224599,{},{},{}
189259954354,{},{},{}
131523990743,{},{},{}
681258519980,{},{},{}
374978854427,{},{},{}
274110177381,{},{},{}
988768757337,{},{},{}
471536870740,{},{},{}
127814428500,{},{},{}
027763361255,{},{},{}
622614198316,{},{},{}
671814733360,{},{},{}
525996040940,{},{},{}
698647226723,{},{},{}
081414884846,{},{},{}
757195836493,{},{},{}
107196691421,{},{},{}
225538097998,{},{},{}
252389157357,{},{},{}
793816527124,{},{},{}
948008169668,{},{},{}
471684866886,{},{},{}
584898638649,{},{},{}
560436427393,{},{},{}
416212756723,{},{},{}
171976547896,{},{},{}
302012540837,{},{},{}
041069002250,{},{},{}
111447444302,{},{},{}
699299910995,{},{},{}
120620043562,{},{},{}
071454428586,{},{},{}
938770858397,{},{},{}
137279430621,{},{},{}
856829317344,{},{},{}
939679468889,{},{},{}
897997429688,{},{},{}
345759740551,{},{},{}
585164547390,{},{},{}
924076914523,{},{},{}
859927929936,{},{},{}
865572681774,{},{},{}
408572185538,{},{},{}
923425851846,{},{},{}
849723652946,{},{},{}
640329407342,{},{},{}
790965788711,{},{},{}
408051403652,{},{},{}
655552790750,{},{},{}
559724114970,{},{},{}
696099918653,{},{},{}
709157284141,{},{},{}
259903851560,{},{},{}
660726871581,{},{},{}
588205528996,{},{},{}
615904787274,{},{},{}
701745800570,{},{},{}
065445807722,{},{},{}
992238077348,{},{},{}
974414499731,{},{},{}
460816826251,{},{},{}
559747634577,{},{},{}
906975783183,{},{},{}
127613371437,{},{},{}
887772548650,{},{},{}
257230652814,{},{},{}
990353284400,{},{},{}
834541636005,{},{},{}
152605878927,{},{},{}
201008912470,{},{},{}
848306954024,{},{},{}
976200830685,{},{},{}
568365724335,{},{},{}
516972877321,{},{},{}
408866192651,{},{},{}
168780744598,{},{},{}
693974499600,{},{},{}
198351927075,{},{},{}
161741334817,{},{},{}
960356203286,{},{},{}
105647602932,{},{},{}
983970668243,{},{},{}
141544974541,{},{},{}
261112122253,{},{},{}
119345502461,{},{},{}
987712597567,{},{},{}
687532821518,{},{},{}
870697505097,{},{},{}
530142170480,{},{},{}
743812007792,{},{},{}
662316620388,{},{},{}
704685714052,{},{},{}
063287543597,{},{},{}
913613471834,{},{},{}
100291759829,{},{},{}
732546332123,{},{},{}
262325018423,{},{},{}
313394240339,{},{},{}
842989198272,{},{},{}
156361533506,{},{},{}
876082393789,{},{},{}
127333473813,{},{},{}
534543270640,{},{},{}
715443346317,{},{},{}
735190129718,{},{},{}
433540177882,{},{},{}
369133359148,{},{},{}
793126969612,{},{},{}
447674098388,{},{},{}
464305935184,{},{},{}
443172104511,{},{},{}
903185703783,{},{},{}
084684280756,{},{},{}
971077935772,{},{},{}
715047907930,{},{},{}
050985361356,{},{},{}
425893726884,{},{},{}
667484392404,{},{},{}
099279600170,{},{},{}
335423192671,{},{},{}
149424867539,{},{},{}
953164589776,{},{},{}
592569902407,{},{},{}
322418992256,{},{},{}
660473048860,{},{},{}
397298861220,{},{},{}
034955485427,{},{},{}
558139070498,{},{},{}
393512749531,{},{},{}
998049749362,{},{},{}
151048800885,{},{},{}
787894076949,{},{},{}
661208507606,{},{},{}
280990847359,{},{},{}
256613827161,{},{},{}
331715713732,{},{},{}
336209456219,{},{},{}
792659504536,{},{},{}
182701691151,{},{},{}
253017761991,{},{},{}
737058719357,{},{},{}
160749990563,{},{},{}
330874703540,{},{},{}
673731199081,{},{},{}
504696151008,{},{},{}
055818944042,{},{},{}
753745160138,{},{},{}
092291056533,{},{},{}
730957201759,{},{},{}
806396088824,{},{},{}
833682524401,{},{},{}
737104027266,{},{},{}
942148595164,{},{},{}
861361539039,{},{},{}
399599795813,{},{},{}
869957555733,{},{},{}
897727012406,{},{},{}
883220077337,{},{},{}
314878055697,{},{},{}
124434334240,{},{},{}
547345158996,{},{},{}
415537300784,{},{},{}
695101132435,{},{},{}
439892967558,{},{},{}
374747940271,{},{},{}
443740776291,{},{},{}
149520022290,{},{},{}
361557630365,{},{},{}
476263420969,{},{},{}
525919774071,{},{},{}
190672853270,{},{},{}
246710970269,{},{},{}
151355117242,{},{},{}
139671067460,{},{},{}
578784348841,{},{},{}
590974872240,{},{},{}
288008883517,{},{},{}
132521330065,{},{},{}
480243101658,{},{},{}
881322082431,{},{},{}
718563605651,{},{},{}
433292968924,{},{},{}
077304931636,{},{},{}
446827204285,{},{},{}
594140499089,{},{},{}
216374677171,{},{},{}
128664134943,{},{},{}
697518066658,{},{},{}
334950672849,{},{},{}
547924241325,{},{},{}
302856949547,{},{},{}
403676749851,{},{},{}
706803391863,{},{},{}
062998814023,{},{},{}
706069713884,{},{},{}
400198070153,{},{},{}
197113405119,{},{},{}
669993756373,{},{},{}
871346569989,{},{},{}
242851028166,{},{},{}
742052379769,{},{},{}
192509812154,{},{},{}
317930358109,{},{},{}
332054468507,{},{},{}
921574460791,{},{},{}
874520972265,{},{},{}
753894377879,{},{},{}
121569460027,{},{},{}
081258267536,{},{},{}
872724938328,{},{},{}
667761879764,{},{},{}
427445950079,{},{},{}
600222336300,{},{},{}
822146647673,{},{},{}
570600045832,{},{},{}
249224707670,{},{},{}
419980544680,{},{},{}
323255607444,{},{},{}
587549216041,{},{},{}
085527967151,{},{},{}
052552897373,{},{},{}
605580875570,{},{},{}
181423405196,{},{},{}
187475852485,{},{},{}
272181018061,{},{},{}
637980235893,{},{},{}
122839208179,{},{},{}
229960425124,{},{},{}
747943333986,{},{},{}
003179342786,{},{},{}
847682959310,{},{},{}
693102974832,{},{},{}
262513827308,{},{},{}
428852862397,{},{},{}
633245590056,{},{},{}
258848711309,{},{},{}
928470554073,{},{},{}
426428000020,{},{},{}
487908301468,{},{},{}
775058655640,{},{},{}
008895701706,{},{},{}
593865160112,{},{},{}
564444509918,{},{},{}
668451868646,{},{},{}
858133617543,{},{},{}
962943056497,{},{},{}
099840502372,{},{},{}
659967725371,{},{},{}
343704212274,{},{},{}
924617202888,{},{},{}
925175689626,{},{},{}
822902678688,{},{},{}
455713711280,{},{},{}
192236520472,{},{},{}
590340848661,{},{},{}
898160554970,{},{},{}
641551432824,{},{},{}
358531205704,{},{},{}
061926201078,{},{},{}
869028536688,{},{},{}
293440284773,{},{},{}
326475448966,{},{},{}
513062972024,{},{},{}
372994019611,{},{},{}
055470262999,{},{},{}
093551162578,{},{},{}
456303288635,{},{},{}
600612245020,{},{},{}
012183488743,{},{},{}
912879725547,{},{},{}
202621572569,{},{},{}
797921226344,{},{},{}
642455435011,{},{},{}
851282721547,{},{},{}
871260641581,{},{},{}
665000752642,{},{},{}
794677835323,{},{},{}
530048975885,{},{},{}
188181758965,{},{},{}
585574153614,{},{},{}
650357660212,{},{},{}
603330664203,{},{},{}
618263179256,{},{},{}
216088523081,{},{},{}
049794870456,{},{},{}
829605363982,{},{},{}
097024563939,{},{},{}
208753598884,{},{},{}
282578604626,{},{},{}
468863742332,{},{},{}
449901721964,{},{},{}
802240898755,{},{},{}
781539440464,{},{},{}
963382992447,{},{},{}
596500272735,{},{},{}
497717514852,{},{},{}
598675046669,{},{},{}
092710155661,{},{},{}
196407276504,{},{},{}
161941973224,{},{},{}
077149633077,{},{},{}
596369338245,{},{},{}
319054170980,{},{},{}
933297029326,{},{},{}
023931231285,{},{},{}
164357760699,{},{},{}
878952771456,{},{},{}
499383141912,{},{},{}
873632580483,{},{},{}
526334296068,{},{},{}
500501630631,{},{},{}
063556996302,{},{},{}
379015452070,{},{},{}
563043658266,{},{},{}
377279555878,{},{},{}
432972702587,{},{},{}
767549143402,{},{},{}
399381139466,{},{},{}
634888984110,{},{},{}
953663193271,{},{},{}
292235121401,{},{},{}
479790321044,{},{},{}
512719780379,{},{},{}
100506995091,{},{},{}
138876307285,{},{},{}
348397616160,{},{},{}
799900060723,{},{},{}
046790096069,{},{},{}
614954134345,{},{},{}
192152838570,{},{},{}
123104503625,{},{},{}
370361891326,{},{},{}
607778125433,{},{},{}
379454333506,{},{},{}
686485913346,{},{},{}
253746437189,{},{},{}
801347972543,{},{},{}
369055196945,{},{},{}
621038754862,{},{},{}
770978271009,{},{},{}
287304018795,{},{},{}
683811387082,{},{},{}
744981652223,{},{},{}
097645648167,{},{},{}
276329249142,{},{},{}
152162588126,{},{},{}
025515745992,{},{},{}
947548438988,{},{},{}
218189294210,{},{},{}
716128883825,{},{},{}
504847137910,{},{},{}
601954311662,{},{},{}
311508759525,{},{},{}
489637343318,{},{},{}
614210032999,{},{},{}
774875713359,{},{},{}
241421664995,{},{},{}
655095612508,{},{},{}
189808450401,{},{},{}
707089020123,{},{},{}
292929009001,{},{},{}
721520352098,{},{},{}
362391194549,{},{},{}
861799490176,{},{},{}
259605443468,{},{},{}
106185191486,{},{},{}
843222819653,{},{},{}
744393646968,{},{},{}
776533425630,{},{},{}
008569021159,{},{},{}
404659116591,{},{},{}
328809184225,{},{},{}
507448393495,{},{},{}
929149952970,{},{},{}
591640735298,{},{},{}
222620544423,{},{},{}
714702501761,{},{},{}
221495802882,{},{},{}
630098758466,{},{},{}
695994387734,{},{},{}
309494571689,{},{},{}
753829981163,{},{},{}
410607007366,{},{},{}
327954569400,{},{},{}
166557741775,{},{},{}
267679706934,{},{},{}
944373162861,{},{},{}
300899738600,{},{},{}
019762699330,{},{},{}
617984234377,{},{},{}
358511891860,{},{},{}
967745483827,{},{},{}
425960227756,{},{},{}
994989005964,{},{},{}
095240230695,{},{},{}
948565737804,{},{},{}
510993266049,{},{},{}
481408836222,{},{},{}
687163851060,{},{},{}
406939391978,{},{},{}
045107721978,{},{},{}
584336488425,{},{},{}
183351549188,{},{},{}
763882096810,{},{},{}
186965150864,{},{},{}
277933065603,{},{},{}
790566512988,{},{},{}
670632949363,{},{},{}
849426154679,{},{},{}
082209063601,{},{},{}
940554517320,{},{},{}
038082173305,{},{},{}
846802897082,{},{},{}
223617007483,{},{},{}
763753727076,{},{},{}
357554593151,{},{},{}
185645266946,{},{},{}
394475726985,{},{},{}
040118075652,{},{},{}
647501496457,{},{},{}
388856675084,{},{},{}
994465628542,{},{},{}
263813288787,{},{},{}
